Date,AGRO_Price,BBAR_Price,BMA_Price,CEPU_Price,CAAP_Price,DESP_Price,EDN_Price,GLOB_Price,GGAL_Price,IRS_Price,MELI_Price,PAM_Price,SUPV_Price,TS_Price,TX_Price,TGS_Price,YPF_Price,AFYA_Price,ABEV_Price,TBBB_Price,BAK_Price,BBD_Price,BSBR_Price,BRFS_Price,CBDBY_Price,CINT_Price,ERJ_Price,EVEX_Price,GGB_Price,INTR_Price,ITUB_Price,LVRO_Price,NU_Price,PAGS_Price,PAX_Price,PBR_Price,SGML_Price,SID_Price,STN_Price,UGP_Price,VALE_Price,VSTA_Price,VINP_Price,VTRU_Price,VTEX_Price,XP_Price,ZENV_Price,BCH_Price,BSAC_Price,CCU_Price,SQM_Price,AVAL_Price,CIB_Price,EC_Price,GPRK_Price,PSMT_Price,STIX_Price,TGLS_Price,AMX_Price,ASR_Price,CX_Price,FMX_Price,KOF_Price,OMAB_Price,PAC_Price,TV_Price,VIST_Price,VLRS_Price,AUNA_Price,BAP_Price,BVN_Price,CEG_Price,CPAC_Price,IFS_Price,NEXA_Price,SCCO_Price,PAAS_Price,CPA_Price,BLX_Price,ARCO_Price,DLO_Price,AGRO_Volume,BBAR_Volume,BMA_Volume,CEPU_Volume,CAAP_Volume,DESP_Volume,EDN_Volume,GLOB_Volume,GGAL_Volume,IRS_Volume,MELI_Volume,PAM_Volume,SUPV_Volume,TS_Volume,TX_Volume,TGS_Volume,YPF_Volume,AFYA_Volume,ABEV_Volume,TBBB_Volume,BAK_Volume,BBD_Volume,BSBR_Volume,BRFS_Volume,CBDBY_Volume,CINT_Volume,ERJ_Volume,EVEX_Volume,GGB_Volume,INTR_Volume,ITUB_Volume,LVRO_Volume,NU_Volume,PAGS_Volume,PAX_Volume,PBR_Volume,SGML_Volume,SID_Volume,STN_Volume,UGP_Volume,VALE_Volume,VSTA_Volume,VINP_Volume,VTRU_Volume,VTEX_Volume,XP_Volume,ZENV_Volume,BCH_Volume,BSAC_Volume,CCU_Volume,SQM_Volume,AVAL_Volume,CIB_Volume,EC_Volume,GPRK_Volume,PSMT_Volume,STIX_Volume,TGLS_Volume,AMX_Volume,ASR_Volume,CX_Volume,FMX_Volume,KOF_Volume,OMAB_Volume,PAC_Volume,TV_Volume,VIST_Volume,VLRS_Volume,AUNA_Volume,BAP_Volume,BVN_Volume,CEG_Volume,CPAC_Volume,IFS_Volume,NEXA_Volume,SCCO_Volume,PAAS_Volume,CPA_Volume,BLX_Volume,ARCO_Volume,DLO_Volume
2018-02-05,8.053,15.7035,68.9765,13.9703,16.49,29.2,54.82,43.84,47.6726,15.2878,351.99,62.26,26.3773,24.9559,19.6161,17.4837,22.2363,,4.8681,,21.4749,4.617,7.0975,9.8404,20.4057,,25.2052,,2.1751,,4.9918,,,26.9961,,3.7607,,1.7145,25.1563,9.7905,6.9791,,,,,,,20.3937,21.2639,19.6857,41.6278,4.0187,22.8659,7.4411,8.0298,75.2036,,7.5809,14.6835,140.027,7.4642,80.3345,55.4228,26.9581,70.8134,15.1259,,8.05,,171.9427,14.4291,,7.2002,,15.0336,32.8434,14.3089,103.0886,17.0354,8.298,,495785,262098,159952,786500.0,1110200.0,228462.0,115972,203987,607376,157768,610818,458961,737700.0,2220000,552600,369992,1201731,,22245200,,528338,20409337,1385700,4545705,252400.0,,1143500.0,,22570002,,17988832,,,2612400.0,,31071500,,4874534,15012.0,1099606,35992461,,,,,,,102468,941100,119600,1700300,140500,299700,3250900,164000,331322,,47500,1819054,27200,13546000,339100,57100,36545,51300,2013100,,567504,,217800,1928000,,1436.0,,129550.0,1504492,1925100,256500,147800,515700,
2018-02-06,8.4267,16.3212,72.2081,13.8985,16.5,29.21,57.55,44.56,50.0594,15.1481,350.46,65.49,27.3472,25.4669,20.0654,18.8679,22.6307,,4.9272,,21.9281,4.7486,7.4021,10.0057,21.3037,,26.9233,,2.2994,,5.1824,,,26.9961,,3.9472,,1.7757,25.2014,10.0737,7.3565,,,,,,,20.9214,22.0308,19.6375,43.5892,4.1204,23.2229,7.6039,8.3137,75.7476,,7.4725,14.9099,144.0262,7.6846,81.0593,56.6461,27.4863,72.0152,15.3099,,8.07,,175.1473,14.1538,,7.0294,,15.2272,33.6634,14.0869,104.9752,17.3487,8.4718,,1346395,498169,267251,835200.0,822700.0,198506.0,117886,149839,805047,151490,1057576,501638,817000.0,2541400,741500,565067,1136622,,28703400,,783962,26587069,1635800,6554986,376700.0,,2650600.0,,19775826,,26439955,,,2580700.0,,30022500,,2730883,50331.0,1396160,37584910,,,,,,,138544,382800,117100,1853800,86600,236600,2557900,102200,343323,,46400,2557376,50200,11904800,537700,109500,119921,109500,1485300,,582090,,383700,1530800,,11208.0,,153817.0,1264692,1801100,309200,185400,431500,
2018-02-07,8.5157,15.9281,70.8598,13.659,16.49,29.5,56.69,44.2,49.0021,15.2704,343.55,63.8,27.1297,24.6508,19.9885,18.5383,21.763,,4.8385,,21.2702,4.5891,7.1108,9.6265,20.5681,,26.0493,,2.2166,,4.9562,,,27.7047,,3.7784,,1.72,25.1563,9.8189,7.1593,,,,,,,20.6921,21.9299,19.6168,44.6309,4.1065,23.1494,7.2655,8.0379,74.433,,7.5308,14.4733,139.5682,7.4738,78.7922,55.6242,28.0145,72.1583,15.0416,,8.14,,173.4897,13.983,,6.8108,,14.7317,33.1027,13.8382,104.8613,17.3057,8.4718,,963879,147280,224346,530800.0,473900.0,272739.0,36788,180332,325631,63445,726958,155281,380000.0,1875400,243000,236032,1024782,,24157000,,319395,16728721,1266000,3737041,349900.0,,931700.0,,10048752,,34132328,,,1880700.0,,27209400,,2539001,15623.0,998924,43237887,,,,,,,136121,493500,65700,1678000,109800,183000,2170700,132600,145104,,30700,2203076,50100,9703600,704300,98500,372104,92800,1495100,,327921,,242700,1197300,,12570.0,,189795.0,1195636,2063300,208300,83700,333100,
2018-02-08,8.4445,15.0366,68.099,13.0922,15.82,28.79,54.91,43.19,46.8719,14.5659,345.31,61.14,25.6159,23.7355,19.5629,17.2365,21.1319,,4.7793,,20.2835,4.4495,6.9453,9.0334,20.0427,,25.7117,,2.1389,,4.8819,,,27.5374,,3.6156,,1.6477,24.9309,9.479,6.9622,,,,,,,20.3552,21.1832,19.2035,43.5973,3.9955,22.6453,6.9656,7.7702,72.7104,,7.4808,14.1175,133.7337,7.0522,76.0447,53.461,26.8826,69.5544,14.2596,,7.87,,164.9415,13.8785,,7.0014,,14.3834,31.8759,13.7316,101.8444,17.0109,8.2546,,1838725,152398,195505,387000.0,782000.0,151529.0,54622,211227,872998,79655,1017631,273851,418500.0,1923200,524200,633396,1402108,,26400500,,471327,18473102,1096200,4601655,436100.0,,1565200.0,,11649078,,27896811,,,1826900.0,,23899300,,3392557,19992.0,1183598,42211031,,,,,,,68300,507900,85700,1417800,76000,312900,2013500,102800,186323,,26700,5499251,71500,22589300,772500,94700,121717,93300,3390500,,531824,,279700,1197300,,1497.0,,190443.0,1459533,2077900,277400,146700,582300,
2018-02-09,8.4,14.9453,67.6568,13.8506,16.0,27.48,53.35,42.69,45.8301,14.7522,335.86,59.0,26.0238,23.9262,19.5156,16.8246,20.8262,,4.8385,,20.2908,4.5173,7.0446,8.9556,19.7083,,26.1387,,2.2218,,4.9983,,,27.5571,,3.6541,,1.7145,24.976,9.5761,7.272,,,,,,,20.6007,21.1496,19.0245,44.0775,3.9401,22.4038,7.1884,7.4945,73.5264,,7.3807,14.3116,135.3854,7.1193,75.8846,54.0055,27.1639,69.1753,14.3593,,7.71,,166.5438,13.6982,,6.9341,,14.1434,32.5978,13.4829,101.9826,16.9801,8.1242,,589490,357230,282666,511500.0,454100.0,373826.0,64845,320117,706548,90929,1575995,534834,534400.0,2640400,667300,258957,1275172,,25849500,,850995,18936608,1808600,5010209,739900.0,,1563500.0,,12871782,,28325321,,,1774900.0,,28764500,,7729636,19581.0,1075998,47709754,,,,,,,205320,523000,115000,1103300,71300,267600,3587700,192700,161853,,57100,2892232,75100,19056900,937700,90800,114181,98200,4770700,,747534,,409700,2509900,,3182.0,,151089.0,1603744,2601000,243500,171500,377600,
2018-02-12,8.3733,16.1527,68.7126,13.3397,16.15,27.76,55.42,44.21,48.5589,15.643,353.45,60.99,27.2203,24.3076,20.1422,17.1459,21.832,,4.942,,20.6489,4.5731,7.0446,8.9264,19.9662,,26.6353,,2.258,,5.0499,,,27.9311,,3.6896,,1.6866,25.1112,9.7258,7.3621,,,,,,,20.4972,21.5936,19.3964,44.8344,4.051,23.0864,7.2098,7.9406,71.2598,,7.4725,14.3844,137.58,7.0714,76.0363,53.9757,27.2874,70.4271,14.5586,,7.96,,169.2196,14.3057,,6.7548,,14.2363,33.0709,14.0425,103.9343,17.0109,8.3415,,403566,212415,176209,301300.0,94300.0,164639.0,41969,241564,356503,76511,1121913,272391,277500.0,1826000,290600,138136,947219,,17760800,,338695,12626354,1068100,1778923,333100.0,,666200.0,,7865676,,14599377,,,834500.0,,12162500,,1944068,30568.0,745106,24525520,,,,,,,62813,453200,86400,955000,33300,415200,1805200,110000,977565,,24800,1823076,91300,14264100,514000,86800,51600,49900,1765100,,348463,,137800,1946300,,12680.0,,306530.0,570134,1864600,132800,74000,323900,
2018-02-13,8.0174,15.8368,69.005,13.5872,16.2,27.91,54.44,45.5,48.2479,15.87,366.51,60.09,27.1206,24.1779,20.3019,17.0882,22.473,,4.9346,,20.6855,4.5971,7.1373,8.9556,19.9185,,26.7644,,2.2735,,5.0564,,,27.4291,,3.6926,,1.7701,25.1563,9.746,7.4748,,,,,,,20.5419,21.5936,19.2449,44.1914,4.1389,22.9446,7.0684,7.8432,71.8518,,7.3307,14.4248,136.9377,7.0618,76.0616,53.8265,27.3354,70.0051,14.4359,,8.03,,171.2955,14.3057,,6.7828,,14.3601,34.0797,14.0869,104.2108,17.3057,8.2546,,620567,88916,120810,243700.0,237100.0,245464.0,26936,453581,248697,331884,542694,128539,169100.0,1573000,190800,187473,999116,,12747600,,165461,6869952,504900,1372274,199000.0,,674700.0,,4567248,,10040074,,,1086800.0,,10971400,,3285861,15132.0,519058,20547650,,,,,,,73416,274900,92100,1158900,432800,159200,1119300,59500,168453,,27500,1722529,20000,9854200,573600,45600,85752,45500,1031500,,177183,,112100,744100,,1294.0,,225992.0,945581,1133700,133500,72400,188900,
2018-02-14,8.3733,16.7073,71.9014,14.2897,16.45,28.7,56.14,46.38,50.0749,15.4858,375.71,61.05,28.0271,24.9406,21.1,17.5414,22.5716,,5.0826,,20.9194,4.7286,7.369,9.3542,21.2082,,26.9233,,2.403,,5.2665,,,27.3898,,3.7548,,1.8258,25.3366,9.8796,7.886,,,,,,,20.826,21.903,19.3826,45.3796,4.1898,23.6377,7.4454,8.1028,71.8063,,7.3974,15.1121,139.6676,7.3013,76.365,53.7071,27.4451,70.9851,14.5663,,8.34,,173.8291,15.274,,6.8389,,14.693,36.0131,14.7353,106.0404,17.5392,8.2546,,468779,424779,326288,277100.0,310800.0,164823.0,61143,579035,663881,95889,435872,353438,397200.0,1711700,485100,250084,1074191,,17655900,,294386,24719645,838000,2092696,271800.0,,873900.0,,12032496,,28214040,,,2031700.0,,24648200,,4708910,27038.0,828560,43366559,,,,,,,106229,248900,64300,1119100,683400,280800,2013800,35500,104741,,3900,3752387,56500,6692500,981100,74300,30137,68500,1694000,,366311,,137900,1754100,,417.0,,220708.0,1876489,1923800,133400,90100,407300,
2018-02-15,8.2398,17.3391,75.4397,14.6888,16.4,28.4,56.9,47.14,52.5316,15.7477,379.05,62.28,29.5408,24.8567,21.3069,17.9451,22.542,,5.09,,20.744,4.7565,7.4286,9.1598,21.5616,,27.0623,,2.4185,,5.2568,,,28.62,,3.7962,,1.798,25.6071,9.9119,7.9592,,,,,,,21.027,22.1317,19.727,45.518,4.1528,23.4854,7.5225,8.0136,73.6276,,7.3724,15.6619,141.6175,7.1672,76.483,54.4456,27.596,72.5732,14.6506,,8.56,,175.6209,15.255,,6.7828,,14.9098,35.8507,14.6376,106.2844,17.7419,8.5153,,371608,337934,442371,563400.0,519500.0,98771.0,55460,306808,488892,107419,536883,676538,340400.0,1632400,345300,305730,1039796,,15283700,,313569,9916934,543200,2682480,268500.0,,1189300.0,,11283552,,18693543,,,2327100.0,,12793200,,2189961,23385.0,694230,28524730,,,,,,,61819,343500,141500,1182400,59500,96000,1258700,80900,239563,,14500,3805796,30500,10042500,1216000,36000,118904,64000,2414500,,523735,,142900,841700,,1493.0,,340165.0,1302272,1379800,122100,109800,379100,
2018-02-16,8.1953,17.3742,76.9735,14.5691,16.55,28.72,57.9,51.39,52.104,15.87,369.87,63.93,28.3896,25.8406,21.6794,18.1264,22.8378,,5.1048,,19.9107,4.7366,7.4352,8.8972,20.8738,,27.0623,,2.5843,,5.278,,,29.8797,,3.7755,,1.8258,25.5621,9.8512,7.9536,,,,,,,20.7022,22.1115,19.5411,44.403,4.1204,23.6954,7.5011,8.0703,75.8132,,7.4725,15.5568,138.5741,7.1576,78.059,54.4978,27.4931,71.1711,14.7426,,8.68,,172.2426,14.9133,,6.7964,,15.4052,35.6319,14.2556,106.2519,17.7296,8.3849,,504394,424514,586798,442500.0,493900.0,104732.0,58472,987919,777370,53345,447398,552084,688100.0,4995500,430300,245104,1074707,,17444100,,504357,9064336,584200,1763387,285200.0,,939300.0,,37443168,,17282120,,,3861900.0,,12424300,,2782692,8332.0,574830,25933289,,,,,,,34061,201700,116000,616900,51800,254000,829900,60900,147951,,3000,1702309,42700,11080400,379200,37700,59122,41800,2416300,,675756,,183600,1411700,,423.0,,417716.0,823289,2413400,193900,107300,107100,
2018-02-20,8.2665,17.1917,77.587,14.4892,16.38,28.2,57.61,52.45,51.3111,15.7361,375.78,64.37,29.151,25.4516,21.0468,17.7721,22.9364,,5.1048,,20.6709,4.8203,7.3293,8.8681,19.8611,,27.4099,,2.5481,,5.3557,,,31.1985,,3.9354,,1.7534,25.7875,9.8148,7.8747,,,,,,,20.6961,22.3806,19.5824,44.9483,4.0973,23.6482,7.4283,8.1839,72.9446,,7.3474,15.3061,140.7611,6.8989,77.4859,54.6843,28.1722,72.3371,14.7426,,9.02,,171.0666,14.6475,,,,15.9084,35.6106,13.9892,106.9675,17.6436,8.4284,,219429,248116,426505,327200.0,225500.0,83747.0,44610,622495,466669,89405,523242,391646,347600.0,2408700,358600,213082,759925,,17134600,,490758,13739282,1124600,2130411,586200.0,,760500.0,,19860750,,22423445,,,3632300.0,,19060500,,2812486,13708.0,1179742,24613750,,,,,,,186147,545000,49200,776100,19000,391400,1460000,161300,131697,,35300,2361235,74800,12160800,450600,35800,323363,48000,1578400,,1280648,,150300,731200,,,,507607.0,804156,1750700,136800,128300,242400,
2018-02-21,8.1775,17.1987,78.493,14.3934,16.2,28.6,58.27,51.63,51.933,15.8933,373.34,65.11,28.9335,25.0169,21.6084,17.5332,22.8674,,5.0382,,20.8317,4.8482,7.4087,8.9556,19.2784,,27.3106,,2.5532,,5.4029,,,31.8481,,3.8969,,1.7423,26.0129,9.7744,7.6945,,,,,,,20.7854,22.4748,19.4171,44.9076,4.1482,23.5327,7.3297,7.9568,71.9429,,7.3807,15.3223,138.6659,6.7456,77.7135,54.9827,28.2203,72.1726,13.9913,,9.14,,171.6822,14.6664,,6.766,,15.4749,35.1663,13.3497,107.74,17.6129,8.4284,,334098,162925,194330,269000.0,149900.0,277426.0,41534,367147,326136,75241,462311,368557,237300.0,3210000,976200,368059,599245,,32421900,,252756,20670383,1652900,1562424,709300.0,,875000.0,,24756606,,17699823,,,2783600.0,,17438000,,1673917,19840.0,1435440,31768750,,,,,,,68671,642000,64600,883400,99400,235100,1484300,122900,273081,,3600,2064293,55800,11411700,681400,72300,68349,102800,6795600,,1098964,,517300,1128700,,1691.0,,195824.0,1051550,2674400,336600,84900,819600,
2018-02-22,7.8572,17.4233,80.3335,14.2019,15.81,28.58,58.67,51.5,52.2362,15.7186,369.5,64.9,28.9154,26.3059,21.6912,17.286,23.4196,,5.0456,,20.9559,4.8921,7.5147,9.2278,19.0778,,27.2113,,2.5532,,5.4636,,,31.6808,,4.0065,,1.72,23.1276,9.7339,7.8747,,,,,,,21.0574,22.5353,19.7201,45.9574,4.1435,24.042,7.6939,8.0298,71.3509,,7.3724,15.5325,139.8052,6.9085,79.3822,54.7962,28.4466,73.6105,14.1676,,8.91,,173.1582,14.9227,,6.6427,,15.4439,35.7591,13.8648,111.3506,17.6682,8.6021,,1017568,270182,359062,264800.0,206400.0,102387.0,13932,323654,235827,57823,755244,144042,338300.0,3692000,452500,107008,1047758,,18530200,,237384,8618928,705300,2547628,403200.0,,791900.0,,14220486,,17914579,,,1783000.0,,15427100,,1198722,88379.0,1509106,17293109,,,,,,,59117,271600,98400,1087600,78600,527500,1297700,40400,158783,,17300,1998318,75100,8692300,407200,85200,107646,58000,4239200,,577378,,228400,788200,,306.0,,157612.0,953276,1843300,496800,94200,477300,
2018-02-23,7.9907,17.2689,80.6902,14.0502,15.55,29.27,58.22,52.22,50.3548,15.9107,387.26,63.93,29.0241,26.8321,21.6853,17.3766,23.4097,,4.9716,,21.4457,4.9399,7.6934,8.4888,19.5268,,27.6383,,2.6465,,5.5176,,,31.8579,,4.1279,,1.7312,22.812,9.8472,7.9986,,,,,,,21.4126,22.5421,19.8579,47.52,4.1435,23.8792,7.8952,8.1433,72.3982,,7.4224,15.5325,141.3269,6.7935,79.1546,52.2302,28.3849,71.5502,13.8533,,8.86,,172.0295,14.9133,,,29.0168,15.0414,36.8102,13.776,113.4893,17.8586,8.4284,,1142449,225866,239679,151500.0,123700.0,51363.0,34331,301499,316093,81646,1939054,163564,392100.0,2566200,219100,104540,477885,,22718500,,368578,8567230,876800,8359294,302500.0,,562600.0,,10966284,,16594022,,,995100.0,,21132200,,2061665,60127.0,856526,27465391,,,,,,,137274,321700,59300,1088400,66800,234400,1117000,76300,142091,,14300,2099479,59900,7685500,294700,114600,64564,82300,6484800,,595069,,94000,662900,,,13292.0,336270.0,1583184,1074800,231900,97800,462100,
2018-02-26,8.0707,16.9319,81.2466,13.5552,15.82,29.15,57.58,51.71,49.8495,16.0388,392.56,64.99,28.299,27.6406,21.638,17.3025,23.6661,,5.0456,,21.3506,4.9758,7.8325,8.6055,19.6414,,27.7575,,2.719,,5.5345,,,31.9465,,4.2611,,1.8369,22.9022,9.6894,8.2521,,,,,,,21.3111,22.4277,19.5548,43.7113,4.1343,23.4592,8.0323,8.4029,73.2178,,7.6559,15.6215,141.1052,6.6689,78.59,51.7155,27.8704,70.4271,13.9683,,9.1,,171.8243,15.274,,6.8557,,15.3278,37.9463,13.8204,113.0177,17.748,8.4718,,363321,235694,197759,221600.0,124400.0,171953.0,67906,218405,279040,121146,815155,309252,350100.0,2066000,246800,172403,652704,,12706700,,330242,9847116,2037900,3112714,653400.0,,810700.0,,10374588,,16179522,,,1395800.0,,24390000,,3630181,52298.0,1088766,26454311,,,,,,,106186,404800,92800,4036900,68900,492900,1396100,100600,93482,,8800,2370867,71300,10963500,333800,151100,94678,137900,13396900,,387983,,198100,1220500,,901.0,,282404.0,1625161,1002600,313900,60500,388500,
2018-02-27,7.9818,16.5739,80.9969,13.3956,15.56,28.7,56.6,51.6,48.7144,16.033,375.44,62.67,27.6282,26.7559,21.4074,17.0058,23.1336,,5.016,,20.9706,4.8722,7.6537,8.5375,20.1286,,27.7376,,2.6361,,5.413,,,31.917,,4.2078,,1.7924,22.7669,9.4952,8.162,,,,,,,20.5399,22.0981,19.7064,42.7753,4.0985,22.9236,7.8609,8.1839,72.3527,,7.5892,15.3385,133.252,6.4485,78.2528,50.8726,27.0267,67.5085,13.47,,8.62,,171.0903,14.8753,,6.7323,,15.413,37.6924,13.5273,111.0822,17.3426,8.2546,,488456,245778,254487,627500.0,290800.0,111561.0,54593,220125,332141,61274,1005883,224163,302500.0,2409300,499600,116263,1163104,,11054400,,211426,7796231,1079000,1926635,665200.0,,685800.0,,11107278,,19170088,,,1193500.0,,20808200,,2884391,18854.0,710608,27432471,,,,,,,136937,245100,84300,2176100,50500,401300,1310400,143300,132933,,22000,2827687,50600,16498800,728300,88700,76037,150800,2411700,,856583,,425000,872800,,967.0,,858091.0,2146425,1142600,345600,201000,1061000,
2018-02-28,7.9996,16.4827,80.6902,13.2998,15.91,28.4,57.84,52.08,48.9321,16.196,387.97,63.33,27.8367,26.3059,20.4438,16.8823,22.7885,,4.9938,,20.8171,4.7605,7.4683,8.9361,20.1573,,26.5359,,2.5895,,5.2544,,,31.73,,4.1575,,1.7089,22.6768,9.4103,7.7339,,,,,,,20.6738,21.9636,19.1898,40.6105,3.9825,22.1465,7.5011,8.0298,71.7152,,7.6142,14.8452,135.5613,6.2761,77.7893,50.2908,26.8621,69.0679,13.0406,,8.92,,170.8456,14.7614,,6.7604,,15.8697,37.2055,13.4474,110.5699,17.1091,8.298,,445736,212055,202023,356600.0,285200.0,155780.0,60742,251027,411852,113351,976035,238239,541000.0,2355200,489400,245377,685764,,22336800,,347454,16223792,1507500,3856417,961600.0,,1323200.0,,23759064,,26177365,,,2004500.0,,22195300,,4338888,13582.0,1143124,35671113,,,,,,,192953,282100,121200,3202400,70300,323400,2145600,72100,158203,,14100,2430558,110100,13610600,1086100,103900,84279,112800,2657000,,874309,,758900,1196400,,7038.0,,392931.0,2047733,1065600,177000,91500,560100,
2018-03-01,7.8483,16.0474,79.6201,13.2678,15.34,28.36,56.52,52.19,47.5716,15.8409,385.38,61.76,26.9121,27.2592,20.497,16.5362,22.5321,,5.0382,,20.6343,4.7486,7.4286,8.9847,20.2051,,26.377,,2.7086,,5.2966,,,31.6119,,4.1397,,1.631,22.5415,9.1999,7.6494,,,,,,,20.3673,21.8156,19.0382,38.0307,3.9732,21.9155,7.3854,8.046,71.5786,,7.6309,15.1121,134.8349,6.6306,77.4101,50.7383,27.0953,70.0408,12.941,,8.72,,170.4114,15.0651,,,,16.0013,37.4664,13.6339,110.4398,17.1829,8.4284,,495368,174974,309050,282600.0,125300.0,949444.0,31656,226526,464883,98787,469897,209306,289900.0,5953000,482600,189586,1036892,,19621300,,565591,13717360,1313400,3007370,471600.0,,735500.0,,21988638,,22397627,,,2113700.0,,16970500,,5182088,10502.0,1469836,30551391,,,,,,,166495,430700,134700,4058300,48600,279200,1977100,92200,106138,,32600,2038617,80500,15569200,576500,71600,91761,107400,2145200,,428700,,576600,1520200,,,,288016.0,1493919,1575900,227800,110700,634900,
2018-03-02,7.9373,15.7596,77.1946,13.4674,15.3,28.65,54.5,52.13,47.5793,15.3752,388.96,60.64,26.6221,27.0838,19.8939,16.4538,22.2067,,5.09,,20.6928,4.7761,7.4087,9.1598,20.2051,,26.1884,,2.6723,,5.3067,,,32.8126,,4.2049,,1.553,22.5866,9.1858,7.5424,,,,,,,20.3004,21.829,19.176,38.9422,4.015,22.157,7.484,7.9568,72.3527,,7.6476,15.0555,132.9996,6.6306,77.6039,51.1411,27.2325,68.6602,13.033,,8.43,,171.6191,15.1601,,6.6427,,15.8465,37.3605,13.6472,109.9242,17.5085,8.4284,,581679,160170,338846,287000.0,38600.0,197456.0,60565,181238,740150,92556,560170,214114,747000.0,3940900,669200,207595,996946,,16315000,,214851,10883114,1182500,1823739,529900.0,,1056200.0,,20884626,,25219471,,,2136400.0,,14487800,,4983359,23666.0,1441548,25153141,,,,,,,84697,251400,157100,2987400,72200,272400,1059600,91600,69579,,13500,1339669,57400,9516700,340600,44200,122562,92600,2141200,,459064,,453300,1122100,,5366.0,,233359.0,1370792,1291300,160700,95800,500900,
2018-03-05,7.8483,15.7456,76.5811,13.5872,14.96,29.08,54.78,52.31,48.0147,15.2005,390.89,61.4,26.6221,27.0152,20.1127,16.3961,22.0588,,5.09,,20.7659,4.836,7.508,7.3803,20.1,,26.3572,,2.6878,,5.4283,,,33.0291,,4.3292,,1.5419,22.5866,9.1407,7.5593,,,,,,,20.6352,22.0308,19.3069,38.0469,3.9686,22.5193,7.5311,7.8027,72.5803,,7.6309,15.29,136.4177,6.6019,77.2078,50.6488,27.2188,69.6188,13.0253,,8.08,,176.2365,15.0177,,6.4801,,15.4517,37.5797,13.5493,110.3007,17.2812,8.298,,352539,249453,211753,276200.0,83300.0,236932.0,30797,126951,357935,37760,600147,159466,172000.0,3967700,597500,118202,987587,,24869800,,167879,11624320,987300,16073070,511400.0,,468000.0,,16972326,,15071319,,,1188400.0,,20092600,,1897762,19657.0,887094,18988170,,,,,,,81351,138600,95200,1769500,37200,355800,952600,230900,171837,,43900,2318705,43800,6962600,228700,61000,48203,68500,2211600,,622301,,285300,739500,,17711.0,,642772.0,1116862,1238300,140700,198200,443200,
2018-03-06,7.7415,15.9632,76.7666,13.7708,14.67,28.85,55.56,52.04,48.3801,15.3984,410.25,61.77,26.8578,26.9084,20.3373,16.6598,22.187,,5.2306,,21.2702,4.8839,7.4882,7.3123,20.2815,,26.0493,,2.6153,,5.462,,,34.2101,,4.3411,,1.553,22.7669,9.2431,7.6212,,,,,,,20.5175,21.9299,19.6444,39.3898,3.9639,22.8291,7.5397,7.7459,72.7625,,7.5892,15.0636,135.7601,6.6977,78.3118,52.1929,27.5549,70.6131,12.941,,7.93,,177.2153,14.9227,,6.6427,,15.6452,38.6309,13.8075,110.1206,17.3487,8.2546,,412167,256041,215436,191300.0,712500.0,240143.0,48973,127103,546849,59690,812237,103069,277300.0,2924300,309800,108371,886337,,31283700,,239295,11995289,991800,8567572,359300.0,,719300.0,,21794346,,14907000,,,3324800.0,,18417200,,2343290,12528.0,1355990,19124471,,,,,,,100747,256600,90400,1739100,83200,251700,905300,65800,102411,,63200,2255390,36800,11724400,292500,82800,43066,48900,4656100,,555784,,332800,2628900,,2763.0,,702402.0,1643625,1668700,166500,91600,269400,
2018-03-07,7.7237,15.5771,76.5954,13.7149,14.18,29.47,56.5,52.98,47.9681,15.4217,407.88,61.6,26.2051,26.8474,20.0063,16.7751,22.1377,,5.2232,,21.029,4.7522,7.4153,7.5165,19.9185,,26.0593,,2.6568,,5.3742,,,34.5447,,4.2434,,1.5196,22.6768,9.1858,7.4851,,,,,,,20.755,21.8425,19.6168,40.5291,3.9918,22.9184,7.3297,7.5837,73.3544,,7.5141,15.0797,135.6378,6.621,77.9326,50.8054,27.5274,70.4629,12.9486,,7.93,,176.2129,14.3912,,6.5305,,15.56,38.6732,13.5938,108.893,17.189,8.2546,,674949,172535,176869,82700.0,301700.0,319376.0,20141,178508,141677,35726,565816,122119,192100.0,2621500,289000,44579,552013,,34211100,,310336,13099705,626300,7456383,303500.0,,827000.0,,14460138,,11935647,,,2167800.0,,22955000,,2617469,9414.0,783690,22644461,,,,,,,95923,384600,206900,1984000,34300,263000,1457100,119400,173586,,112900,2108991,50300,5811200,497900,56200,56589,48900,1246300,,742920,,128300,901600,,1046.0,,213061.0,1266096,1035100,180900,151400,177100,
